outgoing,outgoing_slot,position,outgoing_md1_points,outgoing_md2_price_m,cash_before_m,max_replacement_price_m,candidate,candidate_md1_points,candidate_md1_price_m,candidate_md2_price_m,candidate_movement_m,candidate_points_per_md2_m,cash_after_m,points_gain_vs_outgoing
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Marco Friedl,64,9.58,9.53,-0.05,6.72,9.67,-18
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Kacper Potulski,63,9.49,9.47,-0.02,6.65,9.73,-19
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Lukas Ullrich,62,3.92,3.92,+0.00,15.82,15.28,-20
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Robin Hranáč,59,6.82,6.80,-0.02,8.68,12.40,-23
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Maximilian Rohr,58,5.61,5.56,-0.05,10.43,13.64,-24
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Louis Lemke,57,2.50,2.51,+0.01,22.71,16.69,-25
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Vitalie Becker,55,3.57,3.56,-0.01,15.45,15.64,-27
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Minjae Kim,53,16.79,16.62,-0.17,3.19,2.58,-29
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Kauã Prates,42,9.06,9.04,-0.02,4.65,10.16,-40
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Jonah Sticker,39,3.92,3.91,-0.01,9.97,15.29,-43
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Jonathan Tah,38,16.38,16.35,-0.03,2.32,2.85,-44
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Joe Scally,28,9.27,9.24,-0.03,3.03,9.96,-54
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Benjamin Henrichs,25,4.27,4.25,-0.02,5.88,14.95,-57
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Max Rosenfelder,22,3.04,3.02,-0.02,7.28,16.18,-60
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Joël Schmied,7,3.95,3.95,+0.00,1.77,15.25,-75
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Jordan Torunarigha,7,6.88,6.78,-0.10,1.03,12.42,-75
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Mats Rots,5,9.15,9.12,-0.03,0.55,10.08,-77
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Timo Hübers,0,,5.28,,0.00,13.92,-82
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Abdoul Koné,0,,8.49,,0.00,10.71,-82
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Koki Machida,0,,3.49,,0.00,15.71,-82
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Arthur Chaves,0,,7.64,,0.00,11.56,-82
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Niels Nkounkou,0,,8.32,,0.00,10.88,-82
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Nnamdi Collins,0,,9.16,,0.00,10.04,-82
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Nicholas Mickelson,,,2.89,,,16.31,
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Josip Stanišić,,,16.22,,,2.98,
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Robin Gosens,,,7.93,,,11.27,
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Jeffrey Gouweleeuw,,,6.02,,,13.18,
Nathaniel Brown,starter,DEF,82,15.38,3.82,19.20,Leonidas Stergiou,,,3.01,,,16.19,
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Leopold Querfeld,297,9.99,10.26,+0.27,28.95,0.33,205
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Marius Wolf,262,5.18,5.45,+0.27,48.07,5.14,170
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Laurin Curda,233,5.84,6.23,+0.39,37.40,4.36,141
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Josip Juranović,202,6.00,6.37,+0.37,31.71,4.22,110
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Daniel Svensson,195,9.82,9.93,+0.11,19.64,0.66,103
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Chrislain Matsima,187,10.25,10.40,+0.15,17.98,0.19,95
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Joane Gadou,185,10.00,10.15,+0.15,18.23,0.44,93
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Noahkai Banks,175,8.54,8.66,+0.12,20.21,1.93,83
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Jano ter Horst,174,4.64,4.92,+0.28,35.37,5.67,82
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Gideon Mensah,132,6.14,6.26,+0.12,21.09,4.33,40
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Amos Pieper,122,8.59,8.62,+0.03,14.15,1.97,30
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Lukas Kübler,105,8.31,8.31,+0.00,12.64,2.28,13
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Zeno van den Bosch,101,8.72,8.71,-0.01,11.60,1.88,9
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Josha Vagnoman,97,6.11,6.12,+0.01,15.85,4.47,5
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Felix Keidel,81,4.09,4.12,+0.03,19.66,6.47,-11
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Tom Rothe,80,5.73,5.72,-0.01,13.99,4.87,-12
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Kevin Diks,71,10.55,10.49,-0.06,6.77,0.10,-21
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Bernardo,70,8.05,8.02,-0.03,8.73,2.57,-22
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Ko Itakura,70,8.82,8.77,-0.05,7.98,1.82,-22
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Mick Schmetgens,66,2.35,2.38,+0.03,27.73,8.21,-26
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Youngwoo Seol,64,5.26,5.26,+0.00,12.17,5.33,-28
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Marco Friedl,64,9.58,9.53,-0.05,6.72,1.06,-28
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Kacper Potulski,63,9.49,9.47,-0.02,6.65,1.12,-29
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Lukas Ullrich,62,3.92,3.92,+0.00,15.82,6.67,-30
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Robin Hranáč,59,6.82,6.80,-0.02,8.68,3.79,-33
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Maximilian Rohr,58,5.61,5.56,-0.05,10.43,5.03,-34
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Louis Lemke,57,2.50,2.51,+0.01,22.71,8.08,-35
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Vitalie Becker,55,3.57,3.56,-0.01,15.45,7.03,-37
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Kauã Prates,42,9.06,9.04,-0.02,4.65,1.55,-50
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Jonah Sticker,39,3.92,3.91,-0.01,9.97,6.68,-53
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Joe Scally,28,9.27,9.24,-0.03,3.03,1.35,-64
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Benjamin Henrichs,25,4.27,4.25,-0.02,5.88,6.34,-67
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Max Rosenfelder,22,3.04,3.02,-0.02,7.28,7.57,-70
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Joël Schmied,7,3.95,3.95,+0.00,1.77,6.64,-85
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Jordan Torunarigha,7,6.88,6.78,-0.10,1.03,3.81,-85
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Mats Rots,5,9.15,9.12,-0.03,0.55,1.47,-87
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Timo Hübers,0,,5.28,,0.00,5.31,-92
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Abdoul Koné,0,,8.49,,0.00,2.10,-92
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Koki Machida,0,,3.49,,0.00,7.10,-92
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Arthur Chaves,0,,7.64,,0.00,2.95,-92
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Niels Nkounkou,0,,8.32,,0.00,2.27,-92
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Nnamdi Collins,0,,9.16,,0.00,1.43,-92
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Nicholas Mickelson,,,2.89,,,7.70,
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Robin Gosens,,,7.93,,,2.66,
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Jeffrey Gouweleeuw,,,6.02,,,4.57,
Phillipp Mwene,starter,DEF,92,6.77,3.82,10.59,Leonidas Stergiou,,,3.01,,,7.58,
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Cole Campbell,206,5.60,5.70,+0.10,36.14,0.64,140
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,David Mokwa,197,2.39,2.86,+0.47,68.88,3.48,131
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Tidiam Gomis,169,4.50,4.69,+0.19,36.03,1.65,103
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Patson Daka,98,6.23,6.26,+0.03,15.65,0.08,32
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Marvin Pieringer,95,2.77,2.86,+0.09,33.22,3.48,29
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Justin Njinmah,92,5.95,5.96,+0.01,15.44,0.38,26
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Livan Burcu,85,4.94,4.95,+0.01,17.17,1.39,19
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Cyriaque Irié,79,5.52,5.52,+0.00,14.31,0.82,13
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Steffen Tigges,48,1.96,1.96,+0.00,24.49,4.38,-18
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Cedric Itten,29,6.10,6.06,-0.04,4.79,0.28,-37
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Otto Stange,26,3.66,3.64,-0.02,7.14,2.70,-40
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Malik Pimpong,14,2.70,2.68,-0.02,5.22,3.66,-52
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Rayan Philippe,11,5.02,5.02,+0.00,2.19,1.32,-55
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Jessic Ngankam,0,,4.04,,0.00,2.30,-66
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Kenny Quetant,0,,3.11,,0.00,3.23,-66
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Christian Gomis,0,,3.82,,0.00,2.52,-66
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Justin Diehl,0,,3.92,,0.00,2.42,-66
Stefano Marino,bench,FOR,66,2.52,3.82,6.34,Mathis Albert,,,1.71,,,4.63,
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Marco Grüll,208,6.85,7.02,+0.17,29.63,1.25,-234
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Cole Campbell,206,5.60,5.70,+0.10,36.14,2.57,-236
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,David Mokwa,197,2.39,2.86,+0.47,68.88,5.41,-245
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Tidiam Gomis,169,4.50,4.69,+0.19,36.03,3.58,-273
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Moussa Sylla,120,7.97,8.03,+0.06,14.94,0.24,-322
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Patson Daka,98,6.23,6.26,+0.03,15.65,2.01,-344
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Marvin Pieringer,95,2.77,2.86,+0.09,33.22,5.41,-347
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Justin Njinmah,92,5.95,5.96,+0.01,15.44,2.31,-350
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Livan Burcu,85,4.94,4.95,+0.01,17.17,3.32,-357
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Cyriaque Irié,79,5.52,5.52,+0.00,14.31,2.75,-363
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Steffen Tigges,48,1.96,1.96,+0.00,24.49,6.31,-394
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Conrad Harder,47,7.22,7.21,-0.01,6.52,1.06,-395
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Terem Moffi,32,6.94,6.91,-0.03,4.63,1.36,-410
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Cedric Itten,29,6.10,6.06,-0.04,4.79,2.21,-413
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Otto Stange,26,3.66,3.64,-0.02,7.14,4.63,-416
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Malik Pimpong,14,2.70,2.68,-0.02,5.22,5.59,-428
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Rayan Philippe,11,5.02,5.02,+0.00,2.19,3.25,-431
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Jessic Ngankam,0,,4.04,,0.00,4.23,-442
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Kenny Quetant,0,,3.11,,0.00,5.16,-442
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Christian Gomis,0,,3.82,,0.00,4.45,-442
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Justin Diehl,0,,3.92,,0.00,4.35,-442
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Noel Futkeu,,,8.27,,,0.00,
Younes Ebnoutalib,starter,FOR,442,4.45,3.82,8.27,Mathis Albert,,,1.71,,,6.56,
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Lukas Petkov,316,6.27,7.01,+0.74,45.08,4.54,-193
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Bambasé Conté,230,5.50,5.95,+0.45,38.66,5.60,-279
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Jobe Bellingham,194,7.47,7.60,+0.13,25.53,3.95,-315
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Hennes Behrens,192,10.76,10.33,-0.43,18.59,1.22,-317
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Ísak Jóhannesson,171,4.52,4.65,+0.13,36.77,6.90,-338
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Tim Skarke,169,3.51,3.60,+0.09,46.94,7.95,-340
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Dariusz Stalmach,166,2.67,2.88,+0.21,57.64,8.67,-343
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Nicolas Capaldo,156,9.01,9.08,+0.07,17.18,2.47,-353
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Raphael Obermair,136,5.59,5.74,+0.15,23.69,5.81,-373
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Hugo Bolin,134,7.16,7.26,+0.10,18.46,4.29,-375
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Nicolas Seiwald,134,10.20,10.22,+0.02,13.11,1.33,-375
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Patrick Wimmer,128,11.30,11.30,+0.00,11.33,0.25,-381
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Ezequiel Fernández,116,9.55,9.55,+0.00,12.15,2.00,-393
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Yannick Engelhardt,106,9.97,9.95,-0.02,10.65,1.60,-403
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Woo-yeong Jeong,103,5.32,5.33,+0.01,19.32,6.22,-406
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Ludovit Reis,102,8.10,8.10,+0.00,12.59,3.45,-407
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Wael Mohya,96,7.68,7.67,-0.01,12.52,3.88,-413
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Jae-sung Lee,96,9.50,9.48,-0.02,10.13,2.07,-413
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Fares Chaïbi,96,10.43,10.40,-0.03,9.23,1.15,-413
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Laurin Ulrich,95,3.88,3.95,+0.07,24.05,7.60,-414
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Łukasz Poręba,92,2.71,2.81,+0.10,32.74,8.74,-417
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Mattes Hansen,92,2.78,2.87,+0.09,32.06,8.68,-417
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Linton Maina,91,5.72,5.72,+0.00,15.91,5.83,-418
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Albert Sambi Lokonga,90,8.51,8.49,-0.02,10.60,3.06,-419
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Albert Grønbæk,88,6.61,6.61,+0.00,13.31,4.94,-421
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Robin Fellhauer,83,8.55,8.52,-0.03,9.74,3.03,-426
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Janik Haberer,73,3.40,3.40,+0.00,21.47,8.15,-436
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Chuki,66,6.44,6.37,-0.07,10.36,5.18,-443
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,András Schäfer,62,7.15,7.12,-0.03,8.71,4.43,-447
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Jonas Hofmann,62,8.09,8.07,-0.02,7.68,3.48,-447
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Mathieu Nguefack,57,3.68,3.67,-0.01,15.53,7.88,-452
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Aljoscha Kemlein,54,5.71,5.68,-0.03,9.51,5.87,-455
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Robin Hack,49,7.69,7.62,-0.07,6.43,3.93,-460
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Marcel Sabitzer,49,7.88,7.85,-0.03,6.24,3.70,-460
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Michel Aebischer,46,7.82,7.76,-0.06,5.93,3.79,-463
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Martin Adeline,46,10.50,10.42,-0.08,4.41,1.13,-463
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Kevin Stöger,44,7.20,7.15,-0.05,6.15,4.40,-465
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Mert Kömür,35,7.75,7.73,-0.02,4.53,3.82,-474
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Senne Lynen,26,11.14,11.06,-0.08,2.35,0.49,-483
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Yannik Keitel,21,3.79,3.78,-0.01,5.56,7.77,-488
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Tom Baack,19,3.02,3.01,-0.01,6.31,8.54,-490
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Bilal Nadir,17,5.47,5.45,-0.02,3.12,6.10,-492
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Arthur Vermeeren,17,10.96,10.93,-0.03,1.56,0.62,-492
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Noah Darvich,11,4.43,4.39,-0.04,2.51,7.16,-498
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Patrice Čović,10,3.33,3.32,-0.01,3.01,8.23,-499
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Nathan De Cat,10,11.28,11.22,-0.06,0.89,0.33,-499
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Oscar Højlund,6,5.16,5.14,-0.02,1.17,6.41,-503
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Chema,1,10.55,10.53,-0.02,0.09,1.02,-508
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Faik Sakar,0,,3.42,,0.00,8.13,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Kennet Eichhorn,0,,11.36,,0.00,0.19,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Marco Richter,0,,2.35,,0.00,9.20,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Robert Skov,0,,4.45,,0.00,7.10,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Alexander Prass,0,,7.19,,0.00,4.36,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Timur Gayret,0,,2.67,,0.00,8.88,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Mussa Kaba,0,,3.30,,0.00,8.25,-509
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Philipp Sander,,11.09,11.08,-0.01,,0.47,
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Vincenzo Grifo,,,10.92,,,0.63,
Yuito Suzuki,starter,MID,509,7.73,3.82,11.55,Cajetan Lenz,,,10.40,,,1.15,
